Questions,Answers,Context Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What service operation does the UDM use to inform the SOR-AF about the successful delivery of the SOR-SNPN-SI to the UE?,"The UDM uses the Nsoraf_SoR_Info service operation, including information such as the SUPI of the UE, successful delivery, ""ME support of SOR-CMCI"" indicator, and ""ME support of SOR-SNPN-SI-LS"" indicator.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 What triggers the procedure for steering the UE in SNPN after registration?,"The procedure for steering the UE in SNPN after registration is triggered if the UDM supports obtaining SOR-SNPN-SI, SOR-CMCI, or SOR-SNPN-SI-LS from the SOR-AF, and certain conditions related to policies are met.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can the SOR-AF determine whether the Mobile Equipment (ME) supports SOR-SNPN-SI?," The SOR-AF can determine that the ME supports SOR-SNPN-SI if the Nsoraf_SoR_Info service operation has returned the ""ME support of SOR-SNPN-SI"" indicator. The UDM determines ME support based on information received from the AMF.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In which situations does the UE perform SNPN selection in automatic network selection mode?,"If the UE is in automatic network selection mode, the selected SNPN is a non-subscribed SNPN, and certain conditions are met, the UE may perform SNPN selection. The specific conditions are outlined in the provided text.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What information does the UDM include in the Nudm_SDM_Notification service operation to the affected AMF?,"The UDM includes the steering of roaming information, such as SOR-SNPN-SI and SOR-CMCI, in the Nudm_SDM_Notification service operation to notify the affected AMF of user profile changes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What actions does the UE take upon successful security check of the steering of roaming information?,"Upon successful security check, the UE performs actions like updating prioritized lists, acknowledging the UE in certain cases, and applying SNPN selection based on the received information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How does the UE handle security check failure of SOR information in DL NAS TRANSPORT message?," If the UE encounters security check failure of SOR information in DL NAS TRANSPORT message and switches to automatic network selection mode, it waits until it moves to idle mode or 5GMM-CONNECTED mode before attempting to obtain service on a higher priority SNPN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When does the UDM inform the SOR-AF about successful delivery of SOR-SNPN-SI, SOR-CMCI, and SOR-SNPN-SI-LS to the UE?","The UDM informs the SOR-AF about successful delivery of SOR-SNPN-SI, SOR-CMCI, and SOR-SNPN-SI-LS to the UE if the selected SNPN is a non-subscribed SNPN and the UE is in automatic network selection mode, and certain conditions are met.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What does the UE do if the security check is not successful upon receiving the steering of roaming information?,"If the security check is not successful, the UE skips certain steps, and if in automatic network selection mode, it may perform SNPN selection based on specified conditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How does the SOR-AF determine the ME support of SOR-CMCI?,"The SOR-AF can determine that the ME supports SOR-CMCI if the Nsoraf_SoR_Info service operation has returned the ""ME support of SOR-CMCI"" indicator. The specific method by which SOR-AF determines USIM support for SOR-CMCI is implementation-specific.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 What is included in the DL NAS TRANSPORT message sent from the AMF to the UE?,"The DL NAS TRANSPORT message includes the steering of roaming information received from the UDM, and the UE performs a security check on this information upon receipt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the purpose of the procedure described in Figure C.8.1?,The procedure in Figure C.8.1 is for configuring a UE with a list of preferred PLMN/access technology combinations in an SNPN after registration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How is the list of preferred PLMN/access technology combinations delivered to the UE according to HPLMN policy?," The list is sent in plain text or within a secured packet to the UE, triggered by either the UDM receiving a new list from the SOR-AF or the UDM having a new list retrieved from the UDR.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What does the UE do upon receiving the steering of roaming information in the DL NAS TRANSPORT message?,"The UE performs a security check and, if successful, uploads a secured packet to the USIM (if applicable) and updates its list of preferred PLMN/access technology combinations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How does the UE handle a security check failure in automatic network selection mode?,"If the security check fails and the UE is in automatic network selection mode, it follows specific actions based on whether it has a stored SOR-CMCI or not.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What happens if the UE is in the manual mode of operation during the steering of roaming information reception?,"If the UE is in manual mode or the current chosen non-subscribed SNPN is part of the user-controlled prioritized list, it stays on the current chosen non-subscribed SNPN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What information does the UDM provide to the SOR-AF upon successful delivery of steering of roaming information?,"The UDM informs the SOR-AF about successful delivery using Nsoraf_SoR_Info, including the UE's SUPI, successful delivery status, and the ""ME support of SOR-SNPN-SI"" indicator.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is described in Annex D (informative): Change history?,"Annex D provides the change history of the specification, including the TSG number, Tdoc, version, CR (Change Request) details, and comments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What change was made in version 3.1.1 according to the change history?,"The entry #4 (N1-99573) for PLMN selection for GPRS mobiles was removed in version 3.1.1, where it is not approved by SMG2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 What does the document define in Scope?,"The document defines the stage 2 service description for emergency services in the IP Multimedia Core Network Subsystem (IMS), including the elements necessary to support IP Multimedia (IM) emergency services and IM emergency services for eCall.","The document outlines the stage 2 service description for emergency services in the IP Multimedia Core Network Subsystem (IMS), specifically focusing on IP Multimedia (IM) emergency services and IM emergency services for eCall. It follows the three-stage method for characterizing telecommunication services outlined in ITU T Recommendation I.130, with stage 2 defined by ITU T Recommendation Q.65. The coverage extends to Access Network aspects crucial for provisioning IMS emergency services and references various 3GPP specifications related to IMS, including those for IMS in general, GPRS, EPS, Non-3GPP access (WLAN), location services, and continuity for IMS emergency sessions. Non-3GPP specifications related to IMS emergency services are also included. The document provides a comprehensive list of references and definitions, including key terms such as Emergency Call Server (ECS), Emergency CSCF, Emergency Service Query Key (ESQK), and more. The informative Annex E describes emergency support in different IP-CANs. The document serves as a detailed guide for implementing and understanding emergency services in IMS, incorporating both 3GPP and non-3GPP specifications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"According to ITU T Recommendation I.130, how is the characterisation of telecommunication services described?",ITU T Recommendation I.130 describes a three-stage method for the characterisation of telecommunication services.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What aspects does the document cover regarding IMS emergency services?,The document also covers the Access Network aspects crucial for the provisioning of IMS emergency services.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name some 3GPP specifications related to IMS emergency services mentioned in the document.,"TS 23.228, TS 23.060, TS 23.401, TS 23.402, TS 23.271, TS 23.216, TS 23.237, TS 23.292, TS 23.501, and TS 23.502.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 What is the role of the Emergency CSCF?,"The Emergency CSCF handles certain aspects of emergency sessions, such as routing emergency requests to the correct emergency center or PSAP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is NG-eCall (eCall Over IMS)?,"NG-eCall (eCall Over IMS) is a manually or automatically initiated IMS emergency call from a vehicle, supplemented with a minimum set of emergency-related initial data (MSD).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Define the term ""Charging Data Record.""", Charging Data Record is a record generated by a network element for the purpose of billing a subscriber for the provided service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"According to ETSI ES 282 004, what does CLF register?",CLF (Connectivity Session Location and Repository Function) registers the association between the IP address allocated to the UE and related network location information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What does the term ""Emergency Service Query Key (ESQK)"" refer to?",Emergency Service Query Key (ESQK) is a 10-digit North American Numbering Plan number used to identify a particular emergency call instance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 What is the function of the Location Retrieval Function (LRF)?,"The Location Retrieval Function (LRF) handles the retrieval of location information for the UE, including interim, initial, and updated location information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Define ""Private Network Traffic"" as per TS 24.229.",Private Network Traffic refers to all traffic from UEs having registered a contact bound to a public user identity receiving hosted enterprise services.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What is meant by ""eCall Only Mode"" according to TS 23.401?"," ""eCall Only Mode"" is described in TS 23.401 and refers to a specific mode outlined in the same document.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the architectural principles for emergency sessions in the IMS?,"The architectural principles for emergency sessions in the IMS are outlined in TS 22.101 [8], TS 22.228 [27], and specific requirements as detailed in the document.","In the context of IMS (IP Multimedia Subsystem) emergency sessions, the architectural principles aim to ensure effective handling of emergency calls over various access networks. The solution aligns with the emergency principles and requirements outlined in relevant specifications. Key architectural requirements include ensuring independence of emergency services from the IP-CAN (Connectivity Access Network), supporting emergency sessions over different access networks, and allowing the detection and routing of emergency sessions even in cases where the UE (User Equipment) cannot autonomously identify an emergency. The principles emphasize the importance of prioritizing emergency sessions over non-emergency sessions, allowing for emergency sessions even when the UE lacks sufficient credentials, and supporting emergency service requests with the same authentication and security methods as non-emergency requests. The architecture accounts for scenarios where UE registration with IMS (IP Multimedia Subsystem) is required for emergency services and outlines procedures for emergency registration. The solution also supports emergency sessions in cases of roaming, enabling UE-initiated emergency registration in the roamed-to network. Additionally, the principles address the interaction with emergency centers (PSAPs), highlighting the capability for PSAP call-backs to UE and the provision of location information to PSAPs. Privacy considerations are taken into account, allowing users to request the non-disclosure of information to PSAPs based on session-by-session preferences and local regulations. The architecture also includes provisions for supporting various media types during emergency sessions, such as voice, GTT (Generic Text Transfer), video, and text-based instant messaging, based on local regulations and UE capabilities. The handling of location information is a critical aspect, and the principles establish guidelines for including location information in emergency session requests. The solution supports querying the IP-CAN and the LRF (Location Retrieval Function) for location information validation and retrieval. Furthermore, it ensures compliance with regional regulations and specifies the routing of emergency sessions based on the capabilities of visited networks.In summary, the IMS emergency session architecture is designed to adhere to high-level principles ensuring effective, secure, and prioritized handling of emergency calls over diverse access networks, while also addressing privacy concerns and complying with regional regulations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the key requirements for emergency services independent from the IP-CAN?," Emergency services should be independent from the IP-CAN with respect to the detection and routing of emergency sessions. They should be possible over various access networks, including cellular, fixed broadband, nomadic, WLAN access to EPC, and non-3GPP access to 5GC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How are emergency numbers and associated information handled when received via WLAN for EPC access?,Emergency numbers and associated types or URN information received via WLAN for EPC access are only used for detecting emergency calls in the same country if permission from the PLMN selected in 3GPP access is received.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the primary solution for the UE to detect an emergency session?,"The primary solution is that the UE can detect an emergency session (e.g., by evaluating the SIP-URI or the dialed number) by itself and indicates the emergency session to the network.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what scenarios should emergency sessions be prioritized over non-emergency sessions?,Emergency sessions should be prioritized over non-emergency sessions by the system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How does the architecture handle emergency sessions for users with a barred public user identity?, The architecture allows the establishment of IMS emergency sessions for users with a barred public user identity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
